Result1, Result2,   Result3,   Result
21.00,         2701.00,         1541.00,         3
71.00,         1147.00,         1237.00,         3
63.00,         3863.00,         1205.00,         3
72.00,         2765.00,         1915.00,         3
53.00,         1426.00,         1836.00,         3
19.00,         2717.00,         668.00,         3
73.00,         2900.00,         1172.00,         3
22.00,         1919.00,         1059.00,         3
27.00,         2825.00,         1930.00,         3
51.00,         3582.00,         529.00,         3
73.00,         2116.00,         692.00,         3
1.00,         1053.00,         1859.00,         3
55.00,         674.00,         1553.00,         2
41.00,         836.00,         846.00,         2
10.00,         1586.00,         1587.00,         2
23.00,         840.00,         1632.00,         2
19.00,         2953.00,         719.00,         3
4.00,         1755.00,         816.00,         3
54.00,         2052.00,         1473.00,         3
61.00,         2858.00,         1518.00,         3
13.00,         3120.00,         1449.00,         3
2.00,         1097.00,         858.00,         3
31.00,         1430.00,         1442.00,         3
34.00,         1976.00,         1643.00,         3
7.00,         1467.00,         560.00,         3
3.00,         696.00,         1923.00,         2
9.00,         1037.00,         1764.00,         2
61.00,         3055.00,         1762.00,         2
77.00,         1173.00,         1482.00,         2
15.00,         2172.00,         914.00,         3
63.00,         1313.00,         669.00,         3
12.00,         3258.00,         1199.00,         3
70.00,         1588.00,         692.00,         3
79.00,         3237.00,         788.00,         3
66.00,         591.00,         657.00,         3
69.00,         2969.00,         1991.00,         3
6.00,         3243.00,         736.00,         3
15.00,         550.00,         1657.00,         2
76.00,         3679.00,         1467.00,         2
23.00,         2039.00,         1596.00,         2
0.00,         2136.00,         1509.00,         2
45.00,         1444.00,         950.00,         2
10.00,         3164.00,         1747.00,         2
43.00,         2168.00,         1001.00,         2
22.00,         715.00,         1122.00,         2
38.00,         3562.00,         1640.00,         2
55.00,         3370.00,         1134.00,         2
67.00,         3791.00,         897.00,         3
60.00,         890.00,         847.00,         3
27.00,         3528.00,         927.00,         3
30.00,         1442.00,         1115.00,         3
60.00,         3191.00,         1219.00,         3
37.00,         2211.00,         1913.00,         3
1.00,         3899.00,         638.00,         3
64.00,         3088.00,         1092.00,         3
21.00,         569.00,         888.00,         3
36.00,         3890.00,         1254.00,         3
24.00,         1317.00,         1694.00,         3
53.00,         2867.00,         1890.00,         3
3.00,         3936.00,         931.00,         3
45.00,         3744.00,         919.00,         3
69.00,         2123.00,         1770.00,         3
64.00,         1087.00,         1809.00,         3
13.00,         1781.00,         1626.00,         3
54.00,         3841.00,         1233.00,         3
33.00,         1469.00,         1703.00,         3
70.00,         998.00,         1315.00,         2
72.00,         3014.00,         850.00,         3
76.00,         1720.00,         967.00,         3
55.00,         1966.00,         1232.00,         3
50.00,         3817.00,         1239.00,         3
57.00,         3530.00,         1670.00,         3
30.00,         2309.00,         933.00,         3
65.00,         767.00,         1631.00,         2
5.00,         2296.00,         1301.00,         2
43.00,         2289.00,         1618.00,         2
43.00,         669.00,         1672.00,         2
27.00,         2520.00,         1368.00,         2
48.00,         869.00,         1129.00,         2
68.00,         3323.00,         1730.00,         2
47.00,         2418.00,         1479.00,         2
47.00,         1335.00,         740.00,         2
42.00,         1784.00,         1605.00,         2
53.00,         3149.00,         1993.00,         2
7.00,         3446.00,         1574.00,         2
23.00,         1051.00,         1056.00,         2
48.00,         3568.00,         1198.00,         2
69.00,         3803.00,         1156.00,         2
20.00,         2949.00,         1280.00,         2
14.00,         2975.00,         1058.00,         2
29.00,         1103.00,         1081.00,         2
40.00,         3844.00,         1983.00,         2
50.00,         2740.00,         1397.00,         2
71.00,         1803.00,         655.00,         2
35.00,         2480.00,         879.00,         3
71.00,         2507.00,         755.00,         3
38.00,         1953.00,         689.00,         3
19.00,         1144.00,         608.00,         3
41.00,         2817.00,         505.00,         3
11.00,         1590.00,         1842.00,         3
55.00,         2954.00,         1595.00,         3
74.00,         503.00,         1965.00,         2
63.00,         3289.00,         705.00,         3
63.00,         2114.00,         1500.00,         3
58.00,         2462.00,         1609.00,         3
7.00,         1482.00,         888.00,         3
0.00,         921.00,         983.00,         3
14.00,         3307.00,         956.00,         3
28.00,         2009.00,         1942.00,         3
19.00,         3131.00,         1934.00,         3
5.00,         2912.00,         831.00,         3
68.00,         3808.00,         1028.00,         3
46.00,         2849.00,         617.00,         3
75.00,         2169.00,         520.00,         3
70.00,         2313.00,         762.00,         3
67.00,         1522.00,         1468.00,         3
1.00,         2505.00,         1623.00,         3
75.00,         737.00,         1715.00,         2
3.00,         2480.00,         1538.00,         2
55.00,         3903.00,         1064.00,         2
31.00,         2840.00,         1707.00,         2
21.00,         892.00,         962.00,         2
